File;Place;Id;Night_Date;Date_Time;Date;Year;Month;Week;Day;Time;Hour;Minute
BST-1_20180706_001735_676.wav;BST-1;ChiroSp;2018-07-05;2018-07-06 00:17;2018-07-06;2018;7;27;6;00:17;0;17
BST-1_20180706_001740_676.wav;BST-1;ChiroSp;2018-07-05;2018-07-06 00:17;2018-07-06;2018;7;27;6;00:17;0;17
BST-1_20180706_002742_199.wav;BST-1;ChiroSp;2018-07-05;2018-07-06 00:27;2018-07-06;2018;7;27;6;00:27;0;27
BST-1_20180706_003351_639.wav;BST-1;ChiroSp;2018-07-05;2018-07-06 00:33;2018-07-06;2018;7;27;6;00:33;0;33
BST-1_20180706_023456_911.wav;BST-1;ChiroSp;2018-07-05;2018-07-06 02:34;2018-07-06;2018;7;27;6;02:34;2;34
BST-1_20180706_030741_471.wav;BST-1;ChiroSp;2018-07-05;2018-07-06 03:07;2018-07-06;2018;7;27;6;03:07;3;7
BST-1_20180706_033350_194.wav;BST-1;ChiroSp;2018-07-05;2018-07-06 03:33;2018-07-06;2018;7;27;6;03:33;3;33
BST-1_20180708_025006_821.wav;BST-1;Pipkuh/Pipnat;2018-07-07;2018-07-08 02:50;2018-07-08;2018;7;27;8;02:50;2;50
BST-1_20180709_032701_287.wav;BST-1;Pipkuh/Pipnat;2018-07-08;2018-07-09 03:27;2018-07-09;2018;7;27;9;03:27;3;27
BST-1_20180710_230758_233.wav;BST-1;ChiroSp;2018-07-10;2018-07-10 23:07;2018-07-10;2018;7;28;10;23:07;23;7
BST-1_20180714_225650_893.wav;BST-1;Sérotules;2018-07-14;2018-07-14 22:56;2018-07-14;2018;7;28;14;22:56;22;56
